RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,takeoff_max_weight,AirportCode
 N1163A , Helicopter , Piper , PA-28-235 , No ,1, Reciprocating ,1697,PTGVO
 N4647D , Helicopter , Holscher , KR II , Yes ,1, Reciprocating ,1697,PRSUB
 N55910 , Helicopter , Cessna , T206H , No ,1, Reciprocating ,1697,PRVVC
 N97CM , Helicopter , Piper , Seneca , No ,2, Reciprocating ,1697,PRNAT
 N211LB , Helicopter , Cessna , 172A , No ,1, Reciprocating ,3648,PTWQV
 N7YL , Helicopter , Cessna , 170B , No ,1, Reciprocating ,4750,PRWJO
 N149KC , Helicopter , Appel , Mustang II , Yes ,1, Reciprocating ,1697,PTWSI
 N792 , Helicopter , Piper , PA-34-200T , No ,2, Reciprocating ,4570,PTNQX
 N6560K , Helicopter , Mooney , M20K , No ,1, Reciprocating ,1499,PPPTO
 N206DB , Helicopter , Cessna ,560, No ,2, Turbo Jet ,12500,PTWKN
 N9738L , Helicopter , Cessna ,152, No ,1, Reciprocating ,6499,PRAPM
 N40120 , Helicopter , Beech , A100 , No ,2, Turbo Prop ,1697,PTZAG
 N4UT , Helicopter , Beech , 95B55 ,  ,  ,  ,4570,PTYRE
 N32476 , Helicopter , EUROCOPTER , EC 130B4 , No ,1, Turbo Shaft ,3198,PUFLK
 N9085Q , Helicopter , Cessna ,152, No ,1, Reciprocating ,4570,PRUGO
 N9696K , Helicopter , Cessna , T210 , No ,1, Reciprocating ,4299,PTFNI
 N6922T , Helicopter , Piper , PA-32-300 , No ,1, Reciprocating ,4299,PTOHL
 N2106D , Helicopter , Cessna , 172RG , No ,  ,  ,1697,PTYSG
 N31MH , Helicopter , Cessna , T210L , No ,1, Reciprocating ,1697,PUMEL
 N926SH , Helicopter , Piper , PA-34-220T , No ,1, Reciprocating ,4199,PTNIJ
 N650RW , Helicopter , Cessna , U206 , No ,  ,  ,1697,PTUML
 N7895J , Helicopter , Raytheon , HS-125-700 , No ,  ,  ,6999,PRSAM
 N9199P , Helicopter , Culver , Cadet LCA , No ,1, Reciprocating ,2200,PTUTM
 N72BG , Helicopter , Piper , PA-28-161 , No ,1, Reciprocating ,1851,PTURT
 N9950X , Helicopter , Saab-Scania AB (Saab) , SF340B+ , No ,2, Turbo Prop ,1697,PTUPW
 N89B , Helicopter , Cessna ,180, No ,1, Reciprocating ,2550,PTOLF
 N201SC , Helicopter , Beech , 35-A33 , No ,1, Reciprocating ,1697,PTZPJ
 N96YD , Helicopter , Beech , D55 , No ,2, Reciprocating ,18300,PTNYV
 N9880A , Helicopter , Robinson , R44 , No ,  , Reciprocating ,16100,PTWKQ
 N5606S , Helicopter , Piper , PA-28-180 , No ,1, Reciprocating ,5299,PTNZO
 N4175U , Helicopter , Piper , PA-23-160 , No ,2, Reciprocating ,5000,PTFLF
 N924GF , Helicopter , Cessna , 150L , No ,1, Reciprocating ,6999,PRUUT
 N5394K , Helicopter , Cessna , 182D , No ,1, Reciprocating ,2299,PTBKU
 N77ND , Helicopter , Beech , V35A , No ,1, Reciprocating ,6999,PPMAW
 N62610 , Helicopter , Cessna , 182A , No ,1, Reciprocating ,3600,PTKZA
 N3569Y , Helicopter , Mooney , M20J , No ,1, Reciprocating ,2200,PTAKS
 N176RD , Helicopter , Bell , 206L-4 , No ,1, Turbo Shaft ,11600,PTJTM
 N113AW , Helicopter , Grumman , AA-5 , No ,1, Reciprocating ,5299,PTIXG
 N45339 , Helicopter , Aviat , A-1B , No ,1, Reciprocating ,3798,PTKGX
 N4747G , Helicopter , Avid Aircraft , Mark IV , Yes ,1, Reciprocating ,4299,PTWOO
 N8513U , Helicopter , Gulfstream Aerospace , G-200 , No ,2, Turbo Fan ,1499,PTLCI
 N655GS , Helicopter , Cessna , P206C , No ,1, Reciprocating ,6750,PTJCZ
 N5343U , Helicopter , Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,12500,PTWTT
 N1238Q , Helicopter , Champion , 7ECA , No ,1, Reciprocating ,3968,PPZAV
 N1938E , Helicopter , Beech , C23 , No ,1, Reciprocating ,3600,PTWYD
 N206FB , Helicopter , Piper , PA-28-180 , No ,1, Reciprocating ,3968,PREJM
 N45SE , Helicopter , Learjet , 35A , No ,2, Turbo Fan ,1294,PPIEG
 N1012H , Helicopter , Waco , YMF-5C , No ,1, Reciprocating ,3968,PRBOR
 N656T , Helicopter , Cessna , 180H , No ,1, Reciprocating ,4570,PTOXO
 N206WK , Helicopter , Piper , PA-22 , No ,1, Reciprocating ,1294,PTGRY
 N3140U , Helicopter , Cessna , 182G , No ,1, Reciprocating ,3600,PTFBU
 N699QS , Helicopter , SOCATA , TBM 700 , No ,1, Turbo Prop ,3600,PTBKI
 N8548Q , Helicopter , Piper , PA32-300 , No ,1, Reciprocating ,2649,PTOBL
 N5031T , Helicopter , Cessna , 177-RG , No ,1, Reciprocating ,3968,PPMBL
 N33964 , Helicopter , Cessna , 172 P , No ,1, Reciprocating ,3600,PRRMI
 N993FL , Helicopter , Maule , M-7-235 , No ,1, Reciprocating ,9060,PTZAL
 N5203N , Helicopter , McDonnell Douglas , MD-83 , No ,2, Turbo Fan ,12345,PRKIM
 N5207C , Helicopter , Boeing , A75N1 (PT17) , No ,1, Reciprocating ,3968,PREBM
 N4024P , Helicopter , Piper , PA-31-350 , No ,2, Reciprocating ,3600,PTCHQ
 N9158U , Helicopter , Cessna ,152, No ,1, Reciprocating ,3000,PRHFC
 N355NT , Helicopter , Bell , 206L1 , No ,  ,  ,3600,PRMCS
 N8014T , Helicopter , Piper , PA-23-250 , No ,2, Reciprocating ,3999,PTRFY
 N5756Y , Helicopter , McDonnell Douglas , 369FF , No ,1, Turbo Shaft ,8000,PRRRN
 N39MK , Helicopter , CASA , 1.131E , No ,1, Reciprocating ,1697,PRIMD
 N94263 , Helicopter , Mooney , M20J , No ,1, Reciprocating ,1860,PURIZ
 N99137 , Helicopter , Piper , PA-28-151 , No ,1, Reciprocating ,1369,PTYEJ
 N117MK , Helicopter , Piper , PA-28-180 , No ,1, Reciprocating ,1455,PTMFW
 N181FL , Helicopter , Syracuse , Kitfox , Yes ,1, Reciprocating ,12345,PREJW
 N103RC , Helicopter , Cessna , 208B , No ,1, Turbo Prop ,4570,PRCHI
 N7WS , Helicopter , Forrest Haynes , Lancair 320 , Yes ,1, Reciprocating ,1697,PRCHO
 N82001 , Helicopter , Piper , PA-23-260 , No ,2, Reciprocating ,1697,PTJQE
 N63PA , Helicopter , Beech , BE23 , No ,1, Reciprocating ,5000,N313PC
 N9527A , Helicopter , CARPENTER , RAF 2000 , Yes ,1, Reciprocating ,2649,PTGYX
 N702WP , Helicopter , Cessna ,182, No ,1, Reciprocating ,3600,PTRZQ
 N3882N , Helicopter , Taylorcraft , BC12-D , No ,1, Reciprocating ,10950,PPMNP
 N814CE , Helicopter , Cessna , 172R , No ,1, Reciprocating ,5299,PTICT
 N4384C , Helicopter , Champion , 7EC , No ,1, Reciprocating ,1697,PUCEP
 N536JB , Helicopter , British Aerospace , Jetstream 3200 ,  ,  ,  ,1697,PUJPF
 N748BP , Helicopter , Beech ,36, No ,1, Reciprocating ,1294,PTWMY
 N1037V , Helicopter , Beech , F33A , No ,1, Reciprocating ,1697,PTHZL
 N909KF , Helicopter , Cessna , 172N , No ,1, Reciprocating ,4570,PTYLN
 N141HA , Helicopter , Taylorcraft , F-19 , No ,1, Reciprocating ,2949,PRGOS
 N172GW , Helicopter , Eurocopter France , AS-350-B2 , No ,1, Turbo Shaft ,9649,PTGTS
 N95006 , Helicopter , Elliott Quad City Ultralight , Challenger II , Yes ,1, Reciprocating ,1697,PUHRJ
 N6266W , Helicopter , Piper , PA-22-108 , No ,1, Reciprocating ,5000,PTBOM
 N6494J , Helicopter , Cessna , T210M , No ,1, Reciprocating ,3399,PPEPD
 N957SH , Helicopter , Bell , 206B , No ,  ,  ,4149,PPGGR
 N212TC , Helicopter , Beech ,23, No ,1, Reciprocating ,3968,PTEPY
 N91597 , Helicopter , Cessna ,172, No ,1, Reciprocating ,1697,PRCGQ
 N5757D , Helicopter , Piper , PA-28-235 , No ,1, Reciprocating ,4570,PRTNB
 N8495K , Helicopter , Piper , PA-18 , No ,1, Reciprocating ,4570,PTNBE
 N559JC , Helicopter , Boeing , 717-200 , No ,2, Turbo Fan ,1369,PRJCW
 N64763 , Helicopter , Cessna , 150F , No ,1, Reciprocating ,2899,PTCPT
 N4416N , Helicopter , Cessna , 150M , No ,1, Reciprocating ,2400,PTRSN
 N121CW , Helicopter , Mitsubishi , MU-2B-36 , No ,  ,  ,6499,PTCDQ
 N5467C , Helicopter , Cessna ,208, No ,1, Turbo Prop ,5200,PRJOS
 N49189 , Helicopter , Beech , A36 , No ,1, Reciprocating ,3600,PRLVB
 N734K , Helicopter , Boeing , 747-400 , No ,4, Turbo Fan ,1697,PTLXO
 N9311P , Helicopter , Grumman , G-73T , No ,2, Turbo Prop ,11574,PTRMX
 N300NW , Helicopter , Robinson , R44 , No ,1, Reciprocating ,1750,PTZOB
 N985JS , Helicopter , Cessna ,195, No ,1, Reciprocating ,2649,PTOND
 N583NK , Helicopter , Piper , PA-25-235 , No ,1, Reciprocating ,2550,PTLUC
 Unregistere , Helicopter , Robinson , R22 Beta , No ,1, Reciprocating ,1294,PRPSJ
 N69146 , Helicopter , Piper , PA-22-108 , No ,1, Reciprocating ,2899,PTRLK
 N8103X , Helicopter , Cessna ,210, No ,1, Reciprocating ,12345,PTOCQ
 N8225F , Helicopter , Cessna , 172P , No ,1, Reciprocating ,6499,PTMMX
 N8063T , Helicopter , de Havilland , DHC-6-300 , No ,  ,  ,5399,PRAVF
 N124SM , Helicopter , Piper , PA-28-181 , No ,1, Reciprocating ,4570,PTBFA
 N287RR , Helicopter , Bellanca , 17-30A , No ,1, Reciprocating ,3999,PRGTN
 N2873E , Helicopter , Cessna , 172S , No ,1, Reciprocating ,8750,PUHBA
 N1814Y , Helicopter , Boeing , 767-300ER , No ,2, Turbo Jet ,1455,PRAYC
 N197D , Helicopter , Boeing , B737-924 , No ,2, Turbo Jet ,8000,PRSES
 N35552 , Helicopter , Piper , PA-23-250 , No ,2, Reciprocating ,3198,PRJLL
 N8285T , Helicopter , Bell ,412, No ,  ,  ,3600,PTVDQ
 N8483E , Helicopter , Boeing , 727-2S2F , No ,3, Turbo Jet ,5299,PPZOQ
 N2995W , Helicopter , Cessna , 177RG , No ,1, Reciprocating ,2899,PTLOU
 N392PT , Helicopter , Piper , PA-46-310P , No ,1, Turbo Prop ,3600,PPGLH
 N127F , Helicopter ," Smith, Ted Aerostar ", 601P , No ,1, Reciprocating ,6999,PTCDW
 N58717 , Helicopter , Aerospatiale , SA-319B , No ,1, Turbo Shaft ,1851,PTMAB
 N701DF , Helicopter , Cessna , 172S , No ,1, Reciprocating ,3417,PPMPE
 N6667Q , Helicopter , Mendenhall , Lancair 235 , Yes ,1, Reciprocating ,5996,PTIFS
 N2401T , Helicopter , Cessna , 208B , No ,1, Turbo Prop ,3600,PTFCA
 N19998 , Helicopter , Grafton , Rand KR-1 , Yes ,1, Reciprocating ,10500,PTLCC
 N9640G , Helicopter , Cessna , 172S , No ,1, Reciprocating ,3600,PTZHS
 N4807 , Helicopter , Piper , PA-34-200 , No ,2, Reciprocating ,1900,PRJTA
 N9954U , Helicopter , Cessna ,172,  ,1, Reciprocating ,15000,PRDAN
 N901NS , Helicopter , Beech , A23 , No ,1, Reciprocating ,1455,PTOXL
 N24SD , Helicopter , Boeing , B75N1 , No ,1, Reciprocating ,3203,PRCCO
 N513JG , Helicopter , Cessna , 172A , No ,1, Reciprocating ,8750,PTEGM
 N46289 , Helicopter , Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,4199,PTNOP
 N7761D , Helicopter , Hitchens , EDI 90FT , Yes ,1, Reciprocating ,1455,PTAXX
 N14CS , Helicopter , Cessna , TP206A , No ,1, Reciprocating ,1455,PTUHJ
 N42619 , Helicopter , Ercoupe (Eng & Research Corp.) , 415C , No ,1, Reciprocating ,1455,PTJAP
 N627RK , Helicopter , Cessna , 172S , No ,1, Reciprocating ,36817,PTIHI
 N852PG , Helicopter , Ryan , Navion , No ,1, Reciprocating ,1697,PTYPB
 N747AW , Helicopter , McDonnell Douglas , DC-9-31 , No ,  , Turbo Fan ,3399,PUNCC
 N36237 , Helicopter , Piper , PA-32RT-300 , No ,1, Reciprocating ,4570,PUCDA
 N6565L , Helicopter , MESTAS FELIX R , Velocity LWFG-E , Yes ,1, Reciprocating ,3123,PTHLD
 N58316 , Helicopter , Embraer , EMB-110P1 , No ,2, Turbo Prop ,4629,PPIAL
 N1755P , Helicopter , Cirrus Design Corp. , SR22 , No ,1, Reciprocating ,3417,PRRAU
 N282SL , Helicopter , Cessna ,152, No ,  ,  ,4750,PTNDR
 N7QR , Helicopter , Piper , PA-18-150 , No ,1, Reciprocating ,1697,PUFAI
 N70365 , Helicopter , Piper , PA-44-180 , No ,2, Reciprocating ,12500,PPXCE
 N9138W , Helicopter , Piper , PA-34-200 , No ,2, Reciprocating ,3968,PPAIR
 N349MC , Helicopter , Boeing , 737-700 , No ,2, Turbo Fan ,5299,PRMTK
 N54BX , Helicopter , Cessna ,152, No ,1, Reciprocating ,1697,PRHSF
 N2054T , Helicopter , North American , P-51D , No ,1, Reciprocating ,3968,PRMSH
 N8153N , Helicopter , Cessna , 310Q , No ,2, Reciprocating ,1455,PTURZ
 N1251C , Helicopter , Cessna ,560, No ,  ,  ,3968,PRGOR
 N862Z , Helicopter , Cessna , A150L ,  ,  ,  ,3968,PRVBE
 N4032R , Helicopter , Cessna , 172H , No ,1, Reciprocating ,3968,PTONR
 N6777W , Helicopter , Cessna , 150G , No ,  ,  ,3968,PTYDU
 N9254T , Helicopter , Cessna , 182E , No ,1, Reciprocating ,4570,PTUFG
 N1592F , Helicopter , Burkhart Grob , G 103 Twin II , No ,0,  ,1455,PTWRU
 N944U , Helicopter , Diamond Aircraft Industries , HK 36 TTC , No ,1, Reciprocating ,3399,PRREI
 N391TM , Helicopter , Robinson , R-22B , No ,1, Reciprocating ,2649,PTEGT
 N9120Q , Helicopter , Piper , PA-31-350 , No ,  ,  ,3600,PTDSY
 N68440 , Helicopter , Mooney , M20A , No ,1, Reciprocating ,2899,PTDBM
 N207GR , Helicopter , Beech , B-55 , No ,2, Reciprocating ,3800,N29507
 N75SM , Helicopter , Piper , PA-30 , No ,2, Reciprocating ,4570,PTESF
 N8523W , Helicopter , Bell , 206L-4T , No ,  ,  ,3399,PTFFD
 N8348T , Helicopter , BOEING , 767-300B , No ,2, Turbo Fan ,3968,PPGNY
 N3162W , Helicopter , Cessna ,152, No ,1, Reciprocating ,3968,PTHOL
 N3617F , Helicopter , Cessna , 210-5 , No ,1, Reciprocating ,3399,PTREL
 N9636B , Helicopter , Larson , Aero Comp-6 , Yes ,1, Reciprocating ,3399,PTWUG
 N219DF , Helicopter , Cessna ,425, No ,1, Turbo Prop ,3968,PTLEU
 N230CA , Helicopter , Navion , G , No ,1, Reciprocating ,3399,PTNXS
 N52551 , Helicopter , McDonnell Douglas , MD-10 , No ,3, Turbo Fan ,3968,PRWJU
 N291ND , Helicopter , Embraer , EMB-120ER , No ,2, Turbo Prop ,1294,PTVAE
 N477DK , Helicopter , Cessna , 210M , No ,1, Reciprocating ,3201,PTYYG
 N199BM , Helicopter , Raytheon Corporate Jets , Beechjet 400 , No ,2, Turbo Fan ,1294,PRLEH
 N1907A , Helicopter , Rogers , Lancair 360 , Yes ,1, Reciprocating ,1455,PRGLP
 N8624X , Helicopter , Piper , PA-28-140 , No ,1, Reciprocating ,2649,PUMVB
 N8270M , Helicopter , Piper , PA-28-140 , No ,1, Reciprocating ,4299,PUMBH
 N90421 , Helicopter , Cessna , 182A , No ,1, Reciprocating ,2550,PRVBI
 N667JM , Helicopter , Piper , PA-24-180 , No ,1, Reciprocating ,9920,PRPSK
 N9083G , Helicopter , Bellanca , 14-19-2 , No ,1, Reciprocating ,3600,PUHHC
 N2426S , Helicopter , Cessna , 195A , No ,1, Reciprocating ,5299,PRSNM
 N9331S , Helicopter , Cameron Balloons , N-180 , No ,0,  ,2949,PTAVC
 N209SL , Helicopter , Mooney , M20F , No ,1, Reciprocating ,3399,PTURK
 N8276C , Helicopter , Piper , PA-28-161 , No ,1, Reciprocating ,3968,PRART
 N60770 , Helicopter , Beech , C23 , No ,1, Reciprocating ,3968,PTHZS
 N5320R , Helicopter , Grumman , AA5A , No ,1, Reciprocating ,1455,PRHQB
 N53056 , Helicopter , Piper , PA-32-300 , No ,1, Reciprocating ,2200,PTUHQ
 N61LA , Helicopter , Beech , 1900D , No ,2, Turbo Prop ,3600,PTUHF
 N2942Y , Helicopter , Piper , PA-23-250 , No ,2, Reciprocating ,2649,BRXXX1
 N220EZ , Helicopter , Cessna , P206 , No ,1, Reciprocating ,3597,PPBIL
 N912TT , Helicopter , Piper , PA-28-180 , No ,1, Reciprocating ,2200,PTNUT
 N4707U , Helicopter , Piper , PA-23-250 , No ,2, Reciprocating ,3968,PPFOX
 N505EA , Helicopter , Cessna ,180, No ,1, Reciprocating ,4570,PUGIL
 N63995 , Helicopter , Piper , PA-34-200 , No ,2, Reciprocating ,1499,PPXEX
 N20925 , Helicopter , Gulfstream Aerospace , G-5 , No ,2, Turbo Fan ,3968,PTKAS
 N220SH , Helicopter , American Champion , 8KCAB , No ,1, Reciprocating ,4570,PTFFG
 N9964M , Helicopter , Bell , B-206L , No ,  ,  ,3968,PRRPE
 N5070A , Helicopter , Piper , PA-28-180 , No ,1, Reciprocating ,2751,PTOPR
 N30491 , Helicopter , Piper , PA-24-250 , No ,1, Reciprocating ,1294,PUFAT
 N972SP , Helicopter , Aerospatiale , AS350B , No ,1, Turbo Shaft ,0,PURHM
 N4991F , Helicopter , Eurocopter France , EC 130 B4 , No ,1, Turbo Shaft ,4570,PRJHM
 N12QJ , Helicopter , Cessna , 180H , No ,1, Reciprocating ,3198,PTNYJ
 N821AA , Helicopter , Boeing , 737-800 , No ,2, Turbo Fan ,3968,PTPSC
 N1644M , Helicopter , Cessna , A185E , No ,1, Reciprocating ,4570,PPABX
 N2686Z , Helicopter , Cessna , T210N , No ,1, Reciprocating ,3968,PRAAK
 N59539 , Helicopter , Tingle , Special , Yes ,1, Turbo Prop ,617,PREFX
 N2333J , Helicopter , Cessna , 208B , No ,  ,  ,3600,PURCJ
 N414LF , Helicopter , Schweizer , 269C , No ,1, Reciprocating ,2799,PTUXS
 N4010M , Helicopter , Cessna , 182R , No ,1, Reciprocating ,3600,PRSSK
 N505NR , Helicopter , Cessna ,120, No ,1, Reciprocating ,2550,PTITI
 N1829P , Helicopter , Cessna , 172R , No ,1, Reciprocating ,1294,PTUXX
 N216RN , Helicopter , Cessna , P210R , No ,1, Reciprocating ,3968,PRABM
 N37855 , Helicopter , Britten-Norman , BN2A-21 , No ,  ,  ,1851,PRLCJ
 N5213M , Helicopter , Piper , PA-28RT-201 , No ,1, Reciprocating ,4299,PRELO
 N9069E , Helicopter , Hopkins , Rutan VariViggen , Yes ,1, Reciprocating ,1455,PRFCR
 N53893 , Helicopter , Cessna ,177, No ,1, Reciprocating ,3968,PTUVE
 N4714F , Helicopter , Cessna , T210M , No ,1, Reciprocating ,3399,PTUJU
 N3024U , Helicopter , Aero Commander , 500B , No ,2, Reciprocating ,1455,PRWJD
 N855NW , Helicopter , Cessna , T310R , No ,2, Reciprocating ,3000,PPAMM
 N363PH , Helicopter , Ryan Aeronautical , ST3KR , No ,1, Reciprocating ,1499,PTLHH
 N925G , Helicopter , Cessna , 172L , No ,1, Reciprocating ,2649,PPMIE
 N88PS , Helicopter , Piper , PA-28R-180 , No ,1, Reciprocating ,3968,PUVVV
 N9094P , Helicopter , Cessna ,208, No ,1, Turbo Prop ,3600,PRCRZ
 N77SA , Helicopter , Cessna , U206E , No ,  ,  ,3600,PTJZC
 N88432 , Helicopter , Aeronca , 7DC , No ,1, Reciprocating ,2899,PTOSM
 N51623 , Helicopter , Rotorway , 162F , Yes ,1, Reciprocating ,4570,PTYMJ
 N4550N , Helicopter , Piper , PA-32-260 , No ,1, Reciprocating ,3600,PRFMM
 N4670B , Helicopter , Beech , H35 , No ,1, Reciprocating ,1600,PUZEZ
 N8103V , Helicopter , Cessna , 172R , No ,1, Reciprocating ,3600,PTWUP
 N5211L , Helicopter , Piper , PA-28-181 , No ,1, Reciprocating ,2599,PRAYN
 N91245 , Helicopter , Vans Aircraft , RV-4 , Yes ,1, Reciprocating ,1455,PTVCU
 N228X , Helicopter , Piper , PA-12 , No ,1, Reciprocating ,1851,PTLHO
 N845SH , Helicopter , Cessna ,182, No ,1, Reciprocating ,3800,PRTTK
 N11661 , Helicopter , Rehler , Gyrocopter , Yes ,1, Reciprocating ,1219,PTDRY
 N1680Y , Helicopter , Mooney , M20M , No ,1, Reciprocating ,3968,PRNEA
 N37KT , Helicopter , Beech , F33A , No ,1, Reciprocating ,3994,PPFIJ
 N5104H , Helicopter , Bell , 47D1 , No ,1, Reciprocating ,2749,PTRYD
 N3946R , Helicopter , Air Tractor , AT-502B , No ,1, Turbo Prop ,4750,PTHMU
 N8164H , Helicopter , Cessna , 172N , No ,1, Reciprocating ,2649,PPPTU
 N777UH , Helicopter , Piper , PA-28-161 , No ,1, Reciprocating ,3968,PPJFR
 N77DN , Helicopter , Beech , F33A , No ,1, Reciprocating ,3968,PRLII
 N4366K , Helicopter , Piper , PA-23-160 , No ,2, Reciprocating ,3968,PRHSM
 N337Z , Helicopter , Boeing , 737-7Q8 , No ,  ,  ,1455,PRARY
 N21670 , Helicopter , Boeing , 737-400 , No ,  ,  ,3198,PRMFM
 N99746 , Helicopter , Beech , A36 , No ,1, Reciprocating ,2899,PTIXD
 N11WG , Helicopter , Cessna , 150F , No ,1, Reciprocating ,2149,PTOSG
 N160TX , Helicopter , Piper , PA-31-350 , No ,2, Reciprocating ,1697,PTVQF
 N7077N , Helicopter , Agusta , A109-E , No ,2, Turbo Shaft ,1697,PTSHU
 N184MH , Helicopter , Cessna , 172L , No ,1, Reciprocating ,1600,PTNDN
 N734MY , Helicopter , EMBRAER , 110P1 , No ,2, Turbo Prop ,3968,PRJHR
 N6741S , Helicopter , Cessna , 172M , No ,  ,  ,3968,PTAZT
 N262T , Helicopter , Boeing ,234, No ,  ,  ,4570,PTJFH
 N7546T , Helicopter , Kucklick , Hiperbipe , Yes ,1, Reciprocating ,4299,PPRTX
 N9285R , Helicopter , Piper , PA-28-161 , No ,1, Reciprocating ,3849,PUMGR
 N400KL , Helicopter , Beech , BE-76 , No ,2, Reciprocating ,3968,PROMK
 N5333G , Helicopter , Cessna , 172N , No ,1, Reciprocating ,4567,PRVFE
 N9138M , Helicopter , Cessna ,182, No ,1, Reciprocating ,1294,PTWDX
 N7399Z , Helicopter , Piper , PA-34-220T , No ,2, Reciprocating ,3968,PTKHV
 N505DF , Helicopter , Piper , PA-28R-180 , No ,1, Reciprocating ,5399,PPGOR
 N4970Y , Helicopter , Cessna , 172N , No ,1, Reciprocating ,4750,PTBKW
 N6159X , Helicopter , Piper , PA38 , No ,1, Reciprocating ,1455,PTRHR
 N7226M , Helicopter , Boeing , B-777 , No ,  ,  ,1697,PRSTW
 N93AF , Helicopter , Boeing , 767-200 , No ,  ,  ,3300,PPIME
 N6617P , Helicopter , Airbus , A340 , No ,  ,  ,3968,PROMO
 N2373P , Helicopter , Hughes , 269A , No ,1, Reciprocating ,1455,PTOVJ
 N6222V , Helicopter , Deussen Alexander II , Rotorway Exec , Yes ,1, Reciprocating ,3999,PTUZB
 N34329 , Helicopter , Arrow Falcon Exporters Inc. , Arrow F OH-58A , No ,1, Turbo Shaft ,2949,PTWGG
 N40624 , Helicopter , Cessna , 172A , No ,1, Reciprocating ,2899,PTGAB
 N6459M , Helicopter , Joseph E. Crosby , Zodiac CH 601HDS , Yes ,1, Reciprocating ,3800,PTJPZ
 N557TZ , Helicopter , Cessna , 172S , No ,1, Reciprocating ,2200,PTOST
 N90914 , Helicopter , Cessna ,150, No ,1, Reciprocating ,2649,PTUKV
 N13833 , Helicopter , Cessna ,152, No ,1, Reciprocating ,4750,PTUNL
 N862DP , Helicopter , Cessna ,500, No ,2, Turbo Jet ,2949,PTWIG
 N294T , Helicopter , Cessna ,185, No ,1, Reciprocating ,2899,PUAPA
 N5467F , Helicopter , Lee Kolb , Mark III Classic , No ,1, Reciprocating ,3600,PUACQ
 N7702X , Helicopter , Beech , 95-55 , No ,  ,  ,1371,PTEEC
 N4222R , Helicopter , Cessna , 182Q , No ,1, Reciprocating ,1369,PRNOB
 N4545W , Helicopter , Cessna , 172M , No ,  ,  ,2899,PUPSF
 N425AH , Helicopter , Boeing Vertol , BV-107 II , No ,  ,  ,2500,PTRTH
 N627US , Helicopter , Bell ,206, No ,  ,  ,2398,PUPPC
 N6339G , Helicopter , Piper , PA22-150 , No ,1, Reciprocating ,9038,PPGRF
 CF-YKO , Helicopter , Piper , PA-24-250 , No ,1, Reciprocating ,4199,PTNJC
 N3575T , Helicopter , Schleicher , ASH 26 E , No ,1, Reciprocating ,4570,PURVX
 N167H , Helicopter , Piper , PA28A , No ,1, Reciprocating ,1673,PUXRV
 N40504 , Helicopter , Robinson , R44 , No ,1, Reciprocating ,12345,PUCSE
 N7342P , Helicopter , Cessna , 172S , No ,1, Reciprocating ,12500,PRRCE
 N1824W , Helicopter , Piper , PA-28-161 , No ,1, Reciprocating ,3000,PRJGM
 N9892J , Helicopter , Craig , Sonerai II LT , Yes ,1, Reciprocating ,4960,PRVTT
 N7172K , Helicopter , LO-N-SLO Airsports Inc. , Maxair Drifter XP-50 , Yes ,1, Reciprocating ,2398,PTYTL
 N5863R , Helicopter , Robinson , Beta II , No ,1, Reciprocating ,1697,PRSEC
 N8494E , Helicopter , Enstrom , F-28A , No ,1, Reciprocating ,3198,PTUOD
 N6903K , Helicopter , Cessna , 182T , No ,1, Reciprocating ,3968,PTCNG
 N2631E , Helicopter , Cameron Balloons , O-90 , No ,0,  ,3968,PRSEK
 N8595C , Helicopter , Boeing , 737-900 , No ,  ,  ,3600,PTCKB
 N359L , Helicopter , Robinson , R-22 Beta , No ,1, Reciprocating ,6300,PUVBC
 N4952Q , Helicopter , Colson/Goodbread , Rans S-12 , Yes ,1, Reciprocating ,3968,PTKYD
 N6222T , Helicopter , Schweizer , 269C-1 , No ,1, Reciprocating ,129999,PRSEO
 N6045D , Helicopter , McClintock , Glasair SH-2 , Yes ,1, Unknown ,2649,PTXCG
 N1399G , Helicopter , Dirks Glaser , DG-300 , No ,0,  ,4960,PTHVX
 N117US , Helicopter , Swing Brian S , Quickie Q2 , Yes ,1, Reciprocating ,1366,PTBGZ
