AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 NYC04WA203 , 09/01/2004 ,  , Fatal(3) , Destroyed ,55921
 DCA04WA081 , 09/01/2004 ,  , Incident , Minor ,28151
 DCA04WA078 , 08/31/2004 ,  , Non-Fatal ,  ,59492
 ANC04LA100 , 08/31/2004 , VMC , Non-Fatal , Substantial ,65950
 NYC04LA201 , 08/31/2004 , VMC , Non-Fatal , Substantial ,21933
 FTW04LA227 , 08/31/2004 , VMC , Non-Fatal , Substantial ,33543
 FTW04LA225 , 08/30/2004 , VMC , Non-Fatal , Substantial ,18637
 LAX04LA308 , 08/30/2004 , VMC , Non-Fatal , Substantial ,23415
 SEA04WA177 , 08/30/2004 , VMC , Fatal(2) , Destroyed ,73310
 DCA04WA083 , 08/30/2004 ,  , Non-Fatal ,  ,64191
 LAX04IA311 , 08/30/2004 , VMC , Incident , Minor ,48834
 IAD04LA050 , 08/29/2004 ,  , Non-Fatal ,  ,63644
 FTW04WA230 , 08/29/2004 , VMC , Fatal(3) , Substantial ,122212
 DEN04CA137 , 08/29/2004 , VMC , Non-Fatal , Substantial ,11252
 IAD04CA042 , 08/29/2004 , VMC , Non-Fatal , Substantial ,79388
 NYC04CA200 , 08/29/2004 , VMC , Non-Fatal , Substantial ,43223
 CHI04CA244 , 08/29/2004 , VMC , Non-Fatal , Substantial ,110548
 LAX04CA307 , 08/29/2004 , VMC , Non-Fatal , Substantial ,33676
 DEN04CA132 , 08/29/2004 , VMC , Non-Fatal ,  ,62150
 SEA04FA173 , 08/29/2004 , VMC , Fatal(2) , Destroyed ,24679
 NYC04FA197 , 08/29/2004 , VMC , Fatal(2) , Substantial ,78824
 CHI04LA243 , 08/28/2004 , VMC , Fatal(1) , Substantial ,35891
 LAX04LA305 , 08/28/2004 , VMC , Non-Fatal , Substantial ,83800
 LAX04FA304A , 08/28/2004 , VMC , Fatal(2) , Destroyed ,68762
 LAX04FA304B , 08/28/2004 , VMC , Fatal(2) , Destroyed ,93483
 ATL04CA170 , 08/28/2004 , VMC , Non-Fatal , Substantial ,46308
 LAX04CA306 , 08/28/2004 , VMC , Non-Fatal , Substantial ,108381
 NYC04WA208 , 08/28/2004 , VMC , Fatal(1) , Substantial ,38387
 FTW04CA224 , 08/28/2004 , VMC , Non-Fatal , Substantial ,27812
 NYC04CA198 , 08/28/2004 , VMC , Non-Fatal , Substantial ,122054
 NYC04LA221 , 08/28/2004 , VMC , Non-Fatal , Substantial ,98621
 SEA04CA174 , 08/27/2004 , VMC , Non-Fatal , Substantial ,122765
 NYC04CA199 , 08/27/2004 , VMC , Non-Fatal , Substantial ,9852
 ANC04LA098 , 08/27/2004 , IMC , Fatal(1) , Destroyed ,11933
 FTW04LA222 , 08/27/2004 , VMC , Non-Fatal , Substantial ,122552
 SEA04IA175 , 08/27/2004 , VMC , Incident , Minor ,100397
 FTW04LA223 , 08/26/2004 , VMC , Non-Fatal , Substantial ,44764
 SEA04LA176 , 08/26/2004 , VMC , Non-Fatal , Substantial ,62429
 ATL04LA171 , 08/26/2004 , VMC , Non-Fatal , Substantial ,34055
 ANC04LA096 , 08/26/2004 , VMC , Non-Fatal , Substantial ,121838
 ANC04LA097 , 08/26/2004 , VMC , Non-Fatal , Substantial ,39407
 WAS04WA012 , 08/26/2004 , VMC , Fatal(2) , Destroyed ,50792
 MIA04WA125 , 08/26/2004 , VMC , Fatal(3) , Destroyed ,87190
 MIA04LA124 , 08/25/2004 , VMC , Non-Fatal , Substantial ,79992
 IAD04CA045 , 08/25/2004 , VMC , Non-Fatal ,  ,60628
 DCA04WA077 , 08/24/2004 , VMC , Incident , Minor ,84111
 DEN04CA131 , 08/24/2004 , VMC , Non-Fatal , Substantial ,43898
 FTW04LA221 , 08/24/2004 , VMC , Non-Fatal , Substantial ,102046
 FTW04LA220 , 08/24/2004 , VMC , Non-Fatal , Substantial ,3957
 MIA04LA122 , 08/24/2004 , VMC , Non-Fatal , Substantial ,118310
 MIA04LA123 , 08/24/2004 , VMC , Non-Fatal , Substantial ,29899
 NYC04LA195 , 08/23/2004 , VMC , Non-Fatal , Substantial ,15889
 DEN04LA130 , 08/23/2004 , VMC , Non-Fatal , Substantial ,79923
 SEA04CA171 , 08/23/2004 , VMC , Non-Fatal , Substantial ,108998
 CHI04CA236 , 08/23/2004 , VMC , Non-Fatal , Substantial ,54266
 CHI04CA237 , 08/23/2004 , VMC , Non-Fatal , Substantial ,18374
 CHI04CA240 , 08/22/2004 , VMC , Non-Fatal , Substantial ,21544
 CHI04CA239 , 08/22/2004 , VMC , Non-Fatal , Substantial ,94420
 NYC04CA196 , 08/22/2004 , VMC , Non-Fatal , Substantial ,108130
 ATL04CA169 , 08/22/2004 , VMC , Non-Fatal , Substantial ,37087
 ANC04CA094 , 08/22/2004 , VMC , Non-Fatal , Substantial ,46309
 CHI04FA234 , 08/22/2004 , VMC , Fatal(2) , Destroyed ,57577
 LAX04FA301A , 08/22/2004 , VMC , Fatal(3) , Destroyed ,64220
 LAX04FA301B , 08/22/2004 , VMC , Fatal(3) , Destroyed ,60801
 FTW04TA219 , 08/22/2004 , VMC , Non-Fatal , Substantial ,62802
 IAD04LA043 , 08/22/2004 , VMC , Non-Fatal , Substantial ,36739
 LAX04LA325 , 08/22/2004 , VMC , Non-Fatal , Substantial ,90834
 CHI04WA235 , 08/22/2004 , VMC , Fatal(2) , Destroyed ,76805
 SEA04LA172 , 08/21/2004 , VMC , Non-Fatal , Substantial ,36887
 CHI04LA245 , 08/21/2004 , VMC , Non-Fatal , Substantial ,21093
 SEA04MA167 , 08/21/2004 , VMC , Fatal(5) , Destroyed ,119330
 SEA04FA169 , 08/21/2004 , IMC , Fatal(1) , Destroyed ,1052
 LAX04FA300 , 08/21/2004 , VMC , Fatal(2) , Destroyed ,128364
 DEN04LA129 , 08/21/2004 , VMC , Non-Fatal , Destroyed ,123540
 LAX04LA299 , 08/20/2004 , VMC , Non-Fatal , Substantial ,85306
 IAD04FA040 , 08/20/2004 , VMC , Fatal(1) , Destroyed ,40917
 DEN04LA128 , 08/20/2004 , VMC , Non-Fatal , Substantial ,51875
 IAD04LA041 , 08/20/2004 , VMC , Non-Fatal , Substantial ,87312
 DCA04WA071 , 08/20/2004 ,  , Incident ,  ,129279
 LAX04CA298 , 08/20/2004 , VMC , Non-Fatal , Substantial ,95607
 FTW04CA218 , 08/20/2004 , VMC , Non-Fatal , Destroyed ,62244
 ATL04CA168 , 08/20/2004 , VMC , Non-Fatal , Substantial ,104616
 MIA04LA121 , 08/19/2004 , VMC , Non-Fatal , Substantial ,26934
 FTW04IA217 , 08/19/2004 , VMC , Incident , Minor ,107979
 LAX04IA302 , 08/19/2004 , VMC , Incident ,  ,19859
 DEN04LA127 , 08/19/2004 , VMC , Non-Fatal , Substantial ,87378
 DEN04IA126 , 08/18/2004 , VMC , Incident , Minor ,8589
 FTW04LA215 , 08/18/2004 , VMC , Non-Fatal , Substantial ,98917
 ANC04LA093 , 08/18/2004 , VMC , Fatal(1) , Destroyed ,56768
 SEA04LA168 , 08/18/2004 , VMC , Fatal(1) , Destroyed ,2401
 LAX04CA296 , 08/18/2004 , VMC , Non-Fatal , Substantial ,128719
 FTW04CA228 , 08/18/2004 , VMC , Non-Fatal , Substantial ,116099
 SEA04CA170 , 08/17/2004 , VMC , Non-Fatal , Substantial ,102032
 CHI04CA233 , 08/17/2004 , VMC , Non-Fatal , Substantial ,6576
 CHI04CA230 , 08/17/2004 , VMC , Non-Fatal , Substantial ,50293
 IAD04CA038 , 08/17/2004 , VMC , Non-Fatal , Substantial ,10701
 MIA04LA120 , 08/17/2004 , VMC , Non-Fatal , Destroyed ,47440
 SEA04TA163 , 08/17/2004 , VMC , Fatal(1) , Destroyed ,113766
 IAD04LA039 , 08/17/2004 , VMC , Non-Fatal , Substantial ,14684
 SEA04FA165 , 08/17/2004 , VMC , Fatal(3) , Destroyed ,78094
 NYC04LA194A , 08/17/2004 , VMC , Non-Fatal , Substantial ,64641
 NYC04LA194B , 08/17/2004 , VMC , Non-Fatal , Minor ,4128
 SEA04LA162 , 08/17/2004 , VMC , Non-Fatal , Substantial ,94240
 SEA04FA166 , 08/17/2004 , VMC , Fatal(2) , Destroyed ,86764
 CHI04LA231 , 08/17/2004 , VMC , Non-Fatal , Substantial ,72622
 FTW04LA214 , 08/16/2004 , VMC , Non-Fatal , Substantial ,45810
 LAX04CA303 , 08/16/2004 , VMC , Non-Fatal , Substantial ,9824
 DEN04CA125 , 08/16/2004 , VMC , Non-Fatal , Substantial ,33973
 LAX04CA315 , 08/16/2004 , VMC , Non-Fatal , Substantial ,44797
 MIA04WA137 , 08/16/2004 , VMC , Non-Fatal , Substantial ,87218
 LAX04LA292 , 08/15/2004 , VMC , Non-Fatal , Substantial ,110865
 CHI04CA228 , 08/15/2004 , VMC , Non-Fatal , Substantial ,108587
 SEA04CA160 , 08/15/2004 , VMC , Non-Fatal , Substantial ,6928
 LAX04WA293 , 08/15/2004 ,  , Fatal(1) , Destroyed ,111078
 LAX04FA291 , 08/15/2004 , VMC , Fatal(1) , Destroyed ,18058
 ANC04FA092 , 08/15/2004 , VMC , Fatal(2) , Substantial ,31730
 CHI04LA232 , 08/15/2004 , VMC , Non-Fatal , Substantial ,47427
 CHI04LA227 , 08/15/2004 , VMC , Non-Fatal , Substantial ,29639
 IAD04LA037 , 08/14/2004 , VMC , Non-Fatal , Substantial ,105961
 MIA04FA119 , 08/14/2004 , VMC , Fatal(1) , Substantial ,100177
 SEA04LA161 , 08/14/2004 , VMC , Non-Fatal , Substantial ,107539
 NYC04LA193 , 08/14/2004 , VMC , Non-Fatal , Substantial ,58345
 NYC04LA192 , 08/14/2004 , VMC , Non-Fatal , Substantial ,33361
 CHI04CA229 , 08/14/2004 , VMC , Non-Fatal , Destroyed ,71200
 CHI04CA226 , 08/14/2004 , VMC , Non-Fatal , Substantial ,40983
 LAX04CA290 , 08/13/2004 , VMC , Non-Fatal , Substantial ,14563
 SEA04CA164 , 08/13/2004 , VMC , Non-Fatal , Substantial ,8607
 FTW04WA216 , 08/13/2004 , VMC , Fatal(1) , Destroyed ,7860
 ANC04LA095 , 08/13/2004 , VMC , Non-Fatal , Substantial ,84756
 DCA04MA068 , 08/13/2004 , VMC , Fatal(1) , Destroyed ,120931
 LAX04WA295 , 08/13/2004 , VMC , Fatal(1) , Destroyed ,48340
 DEN04LA123 , 08/13/2004 , VMC , Non-Fatal , Destroyed ,27138
 FTW04LA213 , 08/12/2004 , VMC , Non-Fatal , Substantial ,62992
 IAD04LA036 , 08/12/2004 , IMC , Fatal(1) , Substantial ,94239
 CHI04FA223 , 08/12/2004 , VMC , Fatal(1) , Destroyed ,121872
 NYC04LA191 , 08/12/2004 , VMC , Non-Fatal , Substantial ,15678
 MIA04CA109 , 08/12/2004 , VMC , Non-Fatal , Substantial ,57228
 CHI04CA224 , 08/12/2004 , VMC , Non-Fatal , Substantial ,38778
 CHI04CA222 , 08/11/2004 , VMC , Non-Fatal , Substantial ,71060
 WAS04WA013 , 08/11/2004 , VMC , Non-Fatal , Substantial ,50382
 CHI04LA225 , 08/11/2004 , VMC , Fatal(1) , Destroyed ,69313
 LAX04WA294 , 08/11/2004 , VMC , Fatal(1) , Destroyed ,67434
 DCA04IA066 , 08/11/2004 , VMC , Incident , Minor ,109042
 CHI04LA220 , 08/11/2004 , VMC , Fatal(1) , Destroyed ,109375
 SEA04TA158 , 08/11/2004 , VMC , Fatal(1) , Destroyed ,94099
 FTW04LA211 , 08/10/2004 , VMC , Non-Fatal , Substantial ,1899
 FTW04LA210 , 08/10/2004 , VMC , Non-Fatal , Substantial ,28369
 LAX04CA289 , 08/10/2004 , VMC , Non-Fatal , Substantial ,51897
 DEN04CA120 , 08/10/2004 , VMC , Non-Fatal , Substantial ,40354
 DCA04WA073 , 08/10/2004 ,  , Incident ,  ,19250
 CHI04CA221 , 08/10/2004 , VMC , Non-Fatal , Substantial ,68807
 DEN04CA122 , 08/09/2004 , VMC , Non-Fatal , Substantial ,13009
 NYC04CA190 , 08/09/2004 , VMC , Non-Fatal , Substantial ,80162
 FTW04CA193 , 08/09/2004 , VMC , Non-Fatal ,  ,121548
 DEN04FA119 , 08/09/2004 , VMC , Fatal(2) , Destroyed ,94191
 FTW04LA209 , 08/09/2004 , VMC , Non-Fatal , Substantial ,18579
 CHI04CA218 , 08/08/2004 , VMC , Non-Fatal , Substantial ,77453
 DEN04CA117 , 08/08/2004 , VMC , Non-Fatal , Substantial ,45822
 LAX04CA288 , 08/08/2004 , VMC , Non-Fatal , Substantial ,1197
 NYC04CA189 , 08/08/2004 , VMC , Non-Fatal , Substantial ,106299
 CHI04CA216 , 08/08/2004 , VMC , Non-Fatal , Substantial ,97612
 ATL04LA166 , 08/08/2004 , VMC , Fatal(1) , Destroyed ,1649
 IAD04LA035 , 08/08/2004 , VMC , Non-Fatal , Substantial ,3430
 NYC04LA188 , 08/08/2004 , VMC , Non-Fatal , Substantial ,49752
 NYC04LA186 , 08/07/2004 , VMC , Non-Fatal , Substantial ,29305
 NYC04FA185A , 08/07/2004 , VMC , Fatal(2) , Substantial ,80583
 NYC04FA185B , 08/07/2004 , VMC , Fatal(2) , Substantial ,94754
 SEA04LA157 , 08/07/2004 , VMC , Non-Fatal , Substantial ,58116
 FTW04FA208 , 08/07/2004 , IMC , Fatal(2) , Destroyed ,50378
 CHI04FA215 , 08/07/2004 , IMC , Fatal(1) , Destroyed ,108762
 ANC04LA091 , 08/07/2004 , VMC , Non-Fatal , Substantial ,120835
 ANC04LA090 , 08/07/2004 , VMC , Non-Fatal , Substantial ,84435
 DCA04WA067 , 08/07/2004 ,  , Unavailable , Substantial ,44088
 DEN04IA124 , 08/07/2004 , VMC , Incident , Minor ,40867
 FTW04LA212 , 08/07/2004 , VMC , Non-Fatal , Substantial ,91286
 ANC04LA087 , 08/06/2004 , VMC , Non-Fatal , Substantial ,113149
 SEA04LA156 , 08/06/2004 , VMC , Non-Fatal , Substantial ,60524
 CHI04FA214 , 08/06/2004 , VMC , Fatal(2) , Destroyed ,127914
 LAX04LA287 , 08/06/2004 , VMC , Non-Fatal , Substantial ,46764
 CHI04LA238 , 08/06/2004 , VMC , Non-Fatal , Substantial ,75977
 CHI04LA217 , 08/06/2004 , VMC , Non-Fatal , Substantial ,85795
 ANC04CA089 , 08/06/2004 , VMC , Non-Fatal , Substantial ,57049
 ANC04WA101 , 08/06/2004 ,  , Fatal(4) , Destroyed ,39871
 DCA04WA070 , 08/06/2004 ,  , Fatal(4) , Destroyed ,5666
 ANC04CA088 , 08/05/2004 , VMC , Non-Fatal , Substantial ,95384
 FTW04CA207 , 08/05/2004 , VMC , Non-Fatal , Substantial ,93077
 LAX04CA286 , 08/05/2004 , VMC , Non-Fatal , Substantial ,127765
 CHI04CA241 , 08/05/2004 , VMC , Non-Fatal , Substantial ,60256
 CHI04LA212 , 08/05/2004 , VMC , Non-Fatal , Substantial ,53311
 MIA04GA117 , 08/04/2004 , VMC , Fatal(1) , Substantial ,30556
 CHI04LA213 , 08/04/2004 , VMC , Non-Fatal , Substantial ,64996
 DEN04LA116 , 08/04/2004 , VMC , Non-Fatal , Substantial ,47799
 SEA04WA155 , 08/04/2004 , VMC , Non-Fatal , Substantial ,28085
 FTW04CA205 , 08/04/2004 , VMC , Non-Fatal , Substantial ,7915
 ANC04CA085 , 08/04/2004 , VMC , Non-Fatal , Substantial ,18532
 FTW04FA206 , 08/04/2004 , VMC , Fatal(3) , Destroyed ,87211
 DEN04FA115 , 08/04/2004 , VMC , Fatal(2) , Destroyed ,40277
 MIA04CA116 , 08/03/2004 , VMC , Non-Fatal , Substantial ,98386
 NYC04LA183 , 08/03/2004 , VMC , Non-Fatal , Substantial ,74857
 NYC04LA187 , 08/03/2004 , VMC , Non-Fatal , Substantial ,66016
 SEA04FA154 , 08/03/2004 , IMC , Fatal(1) , Destroyed ,37741
 FTW04FA204 , 08/03/2004 , VMC , Fatal(6) , Destroyed ,14974
 MIA04FA115 , 08/02/2004 , VMC , Fatal(1) , Destroyed ,23837
 ATL04CA165 , 08/02/2004 , VMC , Non-Fatal , Substantial ,34428
 NYC04CA184 , 08/02/2004 , VMC , Non-Fatal , Substantial ,118860
 CHI04LA207 , 08/02/2004 , VMC , Non-Fatal , Substantial ,70587
 CHI04FA205 , 08/02/2004 , VMC , Fatal(5) , Destroyed ,79644
 SEA04LA134 , 08/01/2004 , VMC , Non-Fatal , Substantial ,126457
 SEA04LA152 , 08/01/2004 , VMC , Fatal(1) , Destroyed ,26558
 CHI04FA203 , 08/01/2004 , VMC , Fatal(1) , Destroyed ,79797
 FTW04LA202A , 08/01/2004 , VMC , Non-Fatal , Substantial ,121380
 FTW04LA202B , 08/01/2004 , VMC , Non-Fatal , Substantial ,1248
 SEA04CA151 , 08/01/2004 , VMC , Non-Fatal , Substantial ,34685
 CHI04CA219 , 08/01/2004 , VMC , Non-Fatal , Substantial ,115389
 MIA04WA112 , 08/01/2004 , IMC , Non-Fatal , Destroyed ,13864
 FTW04LA199 , 08/01/2004 , VMC , Fatal(2) , Substantial ,43690
 ATL04LA164 , 08/01/2004 , VMC , Fatal(1) , Substantial ,7931
 SEA04LA153 , 08/01/2004 , VMC , Non-Fatal , Substantial ,129496
 DEN04LA118 , 07/31/2004 , VMC , Non-Fatal , Substantial ,60142
 FTW04LA198 , 07/31/2004 , VMC , Non-Fatal , Destroyed ,77927
 NYC04LA181 , 07/31/2004 , VMC , Non-Fatal , Substantial ,64933
 SEA04FA150 , 07/31/2004 , VMC , Non-Fatal , Substantial ,105235
 FTW04WA203 , 07/31/2004 , VMC , Fatal(1) , Destroyed ,116113
 MIA04CA114 , 07/31/2004 , VMC , Non-Fatal , Substantial ,94222
 CHI04CA211 , 07/31/2004 , VMC , Non-Fatal , Substantial ,2782
 CHI04CA208 , 07/31/2004 , VMC , Non-Fatal , Substantial ,65988
 CHI04CA210 , 07/31/2004 , VMC , Non-Fatal , Destroyed ,78410
 FTW04CA200 , 07/31/2004 , VMC , Non-Fatal , Substantial ,89994
 CHI04LA201 , 07/31/2004 , VMC , Non-Fatal , Substantial ,94533
 NYC04LA182 , 07/31/2004 , VMC , Non-Fatal , Substantial ,91297
 FTW04LA201 , 07/31/2004 , VMC , Non-Fatal , Destroyed ,101895
 DEN04LA114 , 07/31/2004 , VMC , Non-Fatal , Substantial ,83452
 DEN04LA113 , 07/31/2004 , VMC , Non-Fatal , Substantial ,73651
 ANC04FA084 , 07/30/2004 , VMC , Fatal(4) , Substantial ,69661
 CHI04CA206 , 07/30/2004 , VMC , Non-Fatal , Substantial ,51866
 CHI04CA209 , 07/30/2004 , VMC , Non-Fatal , Substantial ,110398
 CHI04LA202 , 07/30/2004 , VMC , Non-Fatal , Substantial ,94809
 ATL04CA163 , 07/29/2004 , VMC , Non-Fatal , Substantial ,63154
 CHI04CA200 , 07/29/2004 , VMC , Non-Fatal , Substantial ,77002
 LAX04LA284 , 07/29/2004 , VMC , Non-Fatal , Substantial ,127426
 ENG04RA024 , 07/29/2004 ,  , Incident ,  ,127973
 ANC04LA099 , 07/29/2004 , VMC , Non-Fatal , Substantial ,47723
 CHI04FA197 , 07/28/2004 , VMC , Fatal(1) , Destroyed ,109480
 CHI04LA199 , 07/28/2004 , VMC , Non-Fatal , Substantial ,110145
 CHI04FA198 , 07/28/2004 , VMC , Fatal(2) , Destroyed ,94613
 DCA04RA060 , 07/28/2004 ,  , Non-Fatal , Minor ,104877
 SEA04WA148 , 07/28/2004 , IMC , Fatal(6) , Destroyed ,82157
 SEA04CA149 , 07/28/2004 , VMC , Non-Fatal , Substantial ,7950
 MIA04LA113 , 07/28/2004 , VMC , Non-Fatal , Substantial ,113269
 ATL04LA155 , 07/28/2004 , VMC , Non-Fatal , Substantial ,44337
 NYC04FA179 , 07/27/2004 , IMC , Fatal(2) , Substantial ,24677
 LAX04CA282 , 07/27/2004 , VMC , Non-Fatal , Substantial ,88525
 NYC04LA178 , 07/26/2004 , VMC , Fatal(1) , Substantial ,80068
 SEA04LA146 , 07/26/2004 , VMC , Non-Fatal , Substantial ,21463
 LAX04LA281 , 07/26/2004 , VMC , Non-Fatal , Destroyed ,19611
 SEA04TA147 , 07/26/2004 , VMC , Non-Fatal , Substantial ,8396
 DCA04WA072 , 07/26/2004 ,  , Incident ,  ,57806
 CHI04CA194 , 07/25/2004 , VMC , Non-Fatal , Substantial ,89633
 CHI04CA195 , 07/25/2004 , VMC , Non-Fatal , Substantial ,117158
 SEA04CA144 , 07/25/2004 , VMC , Non-Fatal , Substantial ,51179
 LAX04LA280 , 07/25/2004 , VMC , Non-Fatal , Substantial ,121592
 IAD04FA033 , 07/25/2004 , VMC , Fatal(4) , Destroyed ,26846
 DEN04LA110 , 07/25/2004 , VMC , Non-Fatal , Destroyed ,78645
 DCA04MA061 , 07/25/2004 , VMC , Non-Fatal ,  ,49578
 NYC04LA176 , 07/24/2004 , VMC , Non-Fatal , Substantial ,114752
 DEN04FA109 , 07/24/2004 , VMC , Fatal(3) , Destroyed ,97661
 SEA04FA143 , 07/24/2004 , VMC , Fatal(1) , Substantial ,17003
 SEA04CA140 , 07/24/2004 , VMC , Non-Fatal , Substantial ,96000
 NYC04CA177 , 07/24/2004 , VMC , Non-Fatal , Minor ,81671
 SEA04CA142 , 07/24/2004 , VMC , Non-Fatal , Substantial ,16733
 LAX04CA279 , 07/24/2004 , VMC , Non-Fatal , Substantial ,96859
 LAX04CA278 , 07/24/2004 , VMC , Non-Fatal , Destroyed ,15522
 CHI04CA191 , 07/24/2004 , VMC , Non-Fatal ,  ,15707
 NYC04CA180 , 07/24/2004 , VMC , Non-Fatal , Substantial ,26169
 MIA04CA118 , 07/24/2004 , VMC , Non-Fatal , Substantial ,117399
 SEA04CA159 , 07/23/2004 , VMC , Non-Fatal , Substantial ,121112
 SEA04CA141 , 07/23/2004 , VMC , Non-Fatal , Substantial ,86708
 DEN04CA111 , 07/23/2004 , VMC , Non-Fatal , Substantial ,90862
 ATL04LA161 , 07/23/2004 , VMC , Non-Fatal , Substantial ,56038
 MIA04LA111 , 07/23/2004 , VMC , Non-Fatal , Substantial ,1795
 LAX04LA277 , 07/23/2004 , VMC , Non-Fatal , Substantial ,113760
 LAX04LA276 , 07/23/2004 , VMC , Non-Fatal , Substantial ,68915
 FTW04LA196 , 07/23/2004 , VMC , Non-Fatal , Substantial ,97465
 LAX04LA275 , 07/23/2004 , VMC , Non-Fatal , Substantial ,3824
 SEA04LA139 , 07/22/2004 , VMC , Non-Fatal , Substantial ,11908
 FTW04LA195 , 07/22/2004 , VMC , Non-Fatal , Substantial ,105842
 CHI04WA192 , 07/22/2004 ,  , Fatal(1) , Destroyed ,101058
 DEN04CA121 , 07/22/2004 , VMC , Non-Fatal , Substantial ,52938
 ANC04CA083 , 07/22/2004 , VMC , Non-Fatal , Substantial ,19954
 NYC04CA175 , 07/21/2004 , VMC , Non-Fatal , Substantial ,119198
 ANC04CA082 , 07/21/2004 , VMC , Non-Fatal , Substantial ,35083
 CHI04CA189 , 07/21/2004 , VMC , Non-Fatal , Substantial ,27117
 FTW04WA194 , 07/21/2004 , IMC , Unavailable , Destroyed ,23412
 FTW04LA197 , 07/21/2004 , VMC , Non-Fatal , Substantial ,35199
 NYC04LA174 , 07/21/2004 , VMC , Non-Fatal ,  ,74002
 DEN04LA108 , 07/21/2004 , VMC , Non-Fatal , Substantial ,80664
 LAX04LA274 , 07/21/2004 , VMC , Fatal(1) , Destroyed ,105665
 DEN04LA112 , 07/21/2004 , VMC , Non-Fatal , Substantial ,78730
 DEN04LA107 , 07/20/2004 , VMC , Non-Fatal , Substantial ,9493
 ATL04LA143 , 07/20/2004 , VMC , Non-Fatal , Substantial ,31012
 FTW04CA192 , 07/20/2004 , VMC , Non-Fatal , Destroyed ,18197
 ATL04CA160 , 07/20/2004 , VMC , Non-Fatal , Substantial ,61346
 MIA04FA107 , 07/19/2004 , IMC , Non-Fatal , Substantial ,42800
 SEA04LA137 , 07/19/2004 , VMC , Non-Fatal , Substantial ,57618
 DEN04LA106 , 07/19/2004 , VMC , Non-Fatal , Substantial ,53282
 LAX04LA273 , 07/19/2004 , VMC , Non-Fatal , Substantial ,115578
 FTW04LA188 , 07/18/2004 , VMC , Non-Fatal , Substantial ,115438
 FTW04LA189 , 07/18/2004 , VMC , Non-Fatal , Destroyed ,101251
 ATL04FA159 , 07/18/2004 , IMC , Fatal(4) , Destroyed ,13475
 NYC04FA171 , 07/18/2004 , VMC , Fatal(1) , Substantial ,40749
 NYC04FA170 , 07/18/2004 , IMC , Fatal(5) , Destroyed ,63502
 LAX04CA270 , 07/18/2004 , VMC , Non-Fatal , Substantial ,11885
 MIA04WA108 , 07/18/2004 , VMC , Fatal(1) , Destroyed ,5963
 FTW04CA234 , 07/18/2004 , VMC , Non-Fatal , Substantial ,62154
 MIA04CA106 , 07/17/2004 , VMC , Non-Fatal , Substantial ,102580
 MIA04LA136 , 07/17/2004 , VMC , Non-Fatal , Substantial ,72342
 FTW04LA190 , 07/17/2004 , VMC , Non-Fatal , Substantial ,113141
 ATL04LA158 , 07/17/2004 , VMC , Fatal(1) , Substantial ,124672
 ANC04LA081 , 07/17/2004 , VMC , Non-Fatal , Substantial ,97608
 LAX04FA271 , 07/17/2004 , VMC , Fatal(3) , Destroyed ,91139
 NYC04LA169 , 07/17/2004 , VMC , Non-Fatal , Substantial ,98622
 NYC04LA168 , 07/17/2004 , VMC , Non-Fatal ,  ,70381
 FTW04LA187 , 07/17/2004 , VMC , Non-Fatal , Substantial ,89223
 DEN04LA105 , 07/17/2004 , VMC , Non-Fatal , Substantial ,56390
 CHI04LA185 , 07/17/2004 , VMC , Non-Fatal , Substantial ,23811
 FTW04FA186 , 07/17/2004 , VMC , Fatal(1) , Destroyed ,21655
 LAX04LA269 , 07/16/2004 , VMC , Non-Fatal , Substantial ,79810
 ATL04LA157 , 07/16/2004 , VMC , Non-Fatal , Substantial ,4375
 CHI04LA184 , 07/16/2004 , VMC , Non-Fatal , Destroyed ,50592
 ANC04FA080 , 07/16/2004 , VMC , Fatal(4) , Destroyed ,67491
 SEA04CA136 , 07/16/2004 , VMC , Non-Fatal , Substantial ,115676
 SEA04CA138 , 07/16/2004 , VMC , Non-Fatal , Substantial ,50111
 IAD04IA032 , 07/16/2004 , VMC , Incident , Minor ,14912
 CHI04LA295 , 07/16/2004 , VMC , Non-Fatal , Substantial ,78820
 FTW04CA185 , 07/16/2004 , VMC , Non-Fatal , Substantial ,23287
 FTW04CA184 , 07/16/2004 , VMC , Non-Fatal , Substantial ,45340
 SEA04LA135 , 07/16/2004 , VMC , Non-Fatal , Substantial ,127317
 CHI04LA196 , 07/15/2004 , VMC , Non-Fatal ,  ,123434
 CHI04CA190 , 07/15/2004 , VMC , Non-Fatal , Substantial ,113732
 LAX04CA268 , 07/15/2004 , VMC , Non-Fatal , Substantial ,21272
 SEA04FA133 , 07/15/2004 , VMC , Fatal(2) , Substantial ,104974
 NYC04LA167 , 07/14/2004 , IMC , Non-Fatal , Substantial ,73647
 FTW04LA183 , 07/14/2004 , VMC , Fatal(1) , Destroyed ,76151
 ANC04LA079 , 07/14/2004 , VMC , Non-Fatal , Substantial ,128791
 SEA04LA145 , 07/14/2004 , VMC , Non-Fatal , Substantial ,104244
 MIA04LA103 , 07/13/2004 , VMC , Non-Fatal , Substantial ,36278
 ANC04IA078 , 07/13/2004 , VMC , Incident , Minor ,20350
 ATL04IA156 , 07/13/2004 , VMC , Incident , Minor ,29189
 CHI04MA182 , 07/13/2004 , VMC , Fatal(4) , Destroyed ,52405
 FTW04LA191 , 07/13/2004 , VMC , Non-Fatal , Substantial ,75624
